business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
J1pqZt0WWCL8cOt0eixBEw,Alvarez  Authentic Latin Food,7715 Land O' Lakes Blvd,Land O' Lakes,FL,34638,28.2699738723,-82.4808749557,4.5,51,1,"{'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'Caters': 'True', 'Alcohol': ""'beer_and_wine'"", 'NoiseLevel': ""'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'WheelchairAccessible': 'True', 'HasTV': 'True', 'WiFi': ""'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'BikeParking': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': True, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}""}","Restaurants, Tacos, Vegetarian, Breakfast & Brunch, Latin American, Mexican","{'Monday': '7:30-19:0', 'Tuesday': '7:30-19:0', 'Wednesday': '7:30-19:0', 'Thursday': '7:30-19:0', 'Friday': '7:30-19:0', 'Saturday': '8:30-18:0'}"
ZYlDRSuhC-97FyqsPg1KCA,Pacos Tacos Metairie,4726 Veterans Memorial Blvd,Metairie,LA,70006,30.004915,-90.188874,4.5,160,1,"{'Ambience': ""{u'divey': None, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': None}"", 'HasTV': 'True', 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'BYOB': 'False', 'WheelchairAccessible': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': None, u'lot': True, u'validated': False}""}","Restaurants, Mexican, Tacos","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}"
DW4ST1K1QWMangu5pUROSQ,Pop Inn,4 N Main St,Chalfont,PA,18914,40.285725,-75.208165,3.5,45,1,"{'OutdoorSeating': 'True', 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True'}","Hot Dogs, Bars, Restaurants, Nightlife, American (Traditional), Mexican, Salad, Tacos, Fish & Chips, Burgers","{'Monday': '16:0-2:0', 'Tuesday': '16:0-2:0', 'Wednesday': '16:0-2:0', 'Thursday': '16:0-2:0', 'Friday': '11:30-2:0', 'Saturday': '11:30-2:0', 'Sunday': '11:30-2:0'}"
6NEUgs0UGi-sHKYFH7T-bA,Taqueria La Calpeña,300 N 27th St,Camden,NJ,08105,39.9488597,-75.0882396,4.5,11,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BYOB': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsBitcoin': 'False'}","Mexican, Food Stands, Restaurants, Tacos","{'Monday': '0:0-0:0', 'Tuesday': '10:0-21:30', 'Wednesday': '10:0-21:30', 'Thursday': '10:0-18:0', 'Friday': '10:0-21:30', 'Saturday': '10:0-21:30', 'Sunday': '10:0-21:30'}"
5XXFFeHDa-lb-OcXGDKXpg,Bartaco,"160 N Gulph Rd, Ste C1100",King of Prussia,PA,19406,40.0883652258,-75.3884107669,4.5,313,1,"{'RestaurantsGoodForGroups': 'True', 'HappyHour': 'True', 'HasTV': 'False', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'BYOB': 'False', 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'None', 'DriveThru': 'None', 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': False, u'romantic': None, u'classy': True, u'upscale': None}"", 'DogsAllowed': 'True'}","Restaurants, Tacos, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}"
Jr90GZ4uthyYp7407eyutQ,Sea Dog Cantina,2832 Beach Blvd S,Gulfport,FL,33707,27.7414706131,-82.70766,3.5,63,1,"{'Corkage': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': ""u'outdoor'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{u'divey': False, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"", 'WheelchairAccessible': 'True', 'HasTV': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'HappyHour': 'True', 'WiFi': ""u'free'"", 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'CoatCheck': 'False', 'BYOB': 'False', 'Caters': 'True', 'DogsAllowed': 'True', 'Music': ""{u'dj': False, u'live': True, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': False, u'no_music': False}""}","Cocktail Bars, Bars, Mexican, Tapas Bars, Restaurants, Nightlife, Tacos","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-20:0'}"
c6xp1swmd-_P87kt3xggDA,Taco Bell,620 E. Landmarks Blvd.,Alton,IL,62002,38.888951,-90.17685,1.0,16,1,"{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'True', 'DriveThru': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Restaurants, Fast Food, Tex-Mex, Tacos, Mexican","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-23:0', 'Friday': '8:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-22:0'}"
k3sED9tpGEOtzhGxvcxTrw,Izzo's Illegal Burrito,4316 Veterans Blvd,Metairie,LA,70006,30.0046134,-90.1804121,3.0,147,1,"{'BikeParking': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'HappyHour': 'True', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True'}","Restaurants, Tacos, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-20:0', 'Saturday': '10:30-20:0', 'Sunday': '10:30-21:0'}"
X8k7N03buo2bBbUUfcAltQ,Taco Bell,645 S Main St,Meridian,ID,83642,43.59716,-116.39233,1.5,38,1,"{'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'DriveThru': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Restaurants, Fast Food, Breakfast & Brunch, Mexican, Tex-Mex, Tacos","{'Monday': '7:0-0:0', 'Tuesday': '7:0-0:0', 'Wednesday': '7:0-0:0', 'Thursday': '7:0-0:0', 'Friday': '7:0-0:0', 'Saturday': '7:0-0:0', 'Sunday': '7:0-0:0'}"
tj7aaF1AhAyiepySMHPK3w,Taco Bell,444 E Thompson Road,Indianapolis,IN,46227,39.693359,-86.149027,2.0,23,1,"{'OutdoorSeating': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'DriveThru': 'True'}","Fast Food, Tex-Mex, Restaurants, Tacos, Mexican, Breakfast & Brunch","{'Monday': '9:0-4:0', 'Tuesday': '9:0-4:0', 'Wednesday': '9:0-4:0', 'Thursday': '9:0-4:0', 'Friday': '9:0-4:0', 'Saturday': '9:0-4:0', 'Sunday': '9:0-4:0'}"
uNZvfcpwTNVxyPe9i1m90g,Taco Bell,1101 E. Philadelphia Avenue,Gilbertsville,PA,19525,40.323843,-75.617467,2.5,16,1,"{'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'quiet'"", 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'HasTV': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'DriveThru': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Tex-Mex, Restaurants, Fast Food, Tacos, Mexican, Breakfast & Brunch","{'Monday': '8:0-22:30', 'Tuesday': '8:0-22:30', 'Wednesday': '8:0-22:30', 'Thursday': '8:0-22:30', 'Friday': '8:0-22:30', 'Saturday': '8:0-22:30', 'Sunday': '8:0-22:30'}"
